study,pmid,doi,vector,vector_subsp,vector_strain,vector_origin_country,vector_origin_locality,vector_origin_year,vector_gen,virus,viral_lineage,viral_strain,viral_gen_bank_accession,viral_origin_locality,viral_origin_year,viral_history_passage,viral_history_freshness,exposure_route,host_exp,host_lineage_origin,diagnostic_virem,titer,titer_units,dose,dose_units,temp_o_c_reared,temp_o_c_eit,dpi,coinfected,sample_31,diagnostic_32,number_tested_33,number_positive_34,sample_35,diagnostic_36,number_tested_37,number_positive_38,sample_39,diagnostic_40,number_tested_41,number_positive_42,sample_43,diagnostic_44,number_tested_45,number_positive_46,sample_47,diagnostic_48,number_tested_49,number_positive_50
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Dengue virus,DENV2,Jamaica1409,NA,NA,NA,C6/36 cells,NA,bloodmeal,NA,NA,NA,1000000,PFU/ml,NA,NA,28ºC,28ºC,7,no,body,plaque assay,189,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Dengue virus,DENV2,Jamaica1409,NA,NA,NA,C6/36 cells,NA,bloodmeal,NA,NA,NA,1000000,PFU/ml,NA,NA,28ºC,28ºC,14,no,body,plaque assay,134,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Dengue virus,DENV2,C-932/Acapulco 97,AY449678,NA,NA,C6/36 cells,NA,bloodmeal,NA,NA,NA,1300000,PFU/ml,NA,NA,28ºC,28ºC,14,no,body,plaque assay,48,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Dengue virus,DENV2,Mex96 Merida,AY449677.1,NA,NA,C6/36 cells,NA,bloodmeal,NA,NA,NA,200000,PFU/ml,NA,NA,28ºC,28ºC,14,no,body,plaque assay,48,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Dengue virus,DENV2,QR94 Quintana Roo,AY449676; JX966379,NA,NA,C6/36 cells,NA,bloodmeal,NA,NA,NA,4000000,PFU/ml,NA,NA,28ºC,28ºC,14,no,body,plaque assay,70,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Dengue virus,DENV2,14757 Yucatan,NA,NA,NA,C6/36 cells,NA,bloodmeal,NA,NA,NA,2000000,PFU/ml,NA,NA,28ºC,28ºC,14,no,body,plaque assay,38,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Dengue virus,DENV3,6889/QR-MX/97,DQ341205,NA,NA,C6/36 cells,NA,bloodmeal,NA,NA,NA,2300000,PFU/ml,NA,NA,28ºC,28ºC,7,no,body,plaque assay,40,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Dengue virus,DENV3,6889/QR-MX/97,DQ341205,NA,NA,C6/36 cells,NA,bloodmeal,NA,NA,NA,2300000,PFU/ml,NA,NA,28ºC,28ºC,14,no,body,plaque assay,40,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Chikungunya virus,NA,37997,AY726732.1,NA,NA,Vero cells,NA,bloodmeal,NA,NA,NA,81300000,PFU/ml,NA,NA,28ºC,28ºC,5,no,body,plaque assay,30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franz et al. 2014 PLoS Negl Trop Dis,24810399,10.1371/journal.pntd.0002833,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Chikungunya virus,NA,37997,AY726732.1,NA,NA,Vero cells,NA,bloodmeal,NA,NA,NA,81300000,PFU/ml,NA,NA,28ºC,28ºC,12,no,body,plaque assay,40,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Apodaca,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,1500000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,25,25,legs and wings,plaque assay,25,24,salivary glands,plaque assay,19,16,saliva,plaque assay,25,5,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Apodaca,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,18000000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,48,38,legs and wings,plaque assay,48,28,salivary glands,plaque assay,26,14,saliva,plaque assay,48,6,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Apodaca,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,1500000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,34,34,legs and wings,plaque assay,34,34,salivary glands,plaque assay,24,24,saliva,plaque assay,34,16,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Apodaca,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,18000000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,48,35,legs and wings,plaque assay,48,32,salivary glands,plaque assay,25,17,saliva,plaque assay,48,11,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,San Nicolas,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,400000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,24,24,legs and wings,plaque assay,24,8,salivary glands,plaque assay,20,2,saliva,plaque assay,24,1,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,San Nicolas,2016,F3,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,20000000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,23,22,legs and wings,plaque assay,23,16,salivary glands,plaque assay,21,7,saliva,plaque assay,23,1,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,San Nicolas,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,400000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,24,21,legs and wings,plaque assay,24,20,salivary glands,plaque assay,24,20,saliva,plaque assay,24,1,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,San Nicolas,2016,F3,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,20000000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,20,20,legs and wings,plaque assay,20,19,salivary glands,plaque assay,20,19,saliva,plaque assay,20,11,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,San Nicolas,2016,F3,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,880000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,48,22,legs and wings,plaque assay,48,0,salivary glands,plaque assay,39,0,saliva,plaque assay,48,0,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,San Nicolas,2016,F4,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,800000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,40,20,legs and wings,plaque assay,40,0,salivary glands,plaque assay,35,0,saliva,plaque assay,40,0,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,San Nicolas,2016,F3,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,880000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,41,38,legs and wings,plaque assay,41,12,salivary glands,plaque assay,31,7,saliva,plaque assay,41,1,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,San Nicolas,2016,F4,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,800000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,60,37,legs and wings,plaque assay,60,7,salivary glands,plaque assay,56,2,saliva,plaque assay,60,1,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Monterrey,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,44000000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,39,29,legs and wings,plaque assay,39,4,salivary glands,plaque assay,34,1,saliva,plaque assay,39,0,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Monterrey,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,800000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,44,40,legs and wings,plaque assay,44,12,salivary glands,plaque assay,26,4,saliva,plaque assay,44,1,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Monterrey,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,800000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,44,28,legs and wings,plaque assay,44,20,salivary glands,plaque assay,22,11,saliva,plaque assay,44,6,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Cd. Madero,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,800000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,46,20,legs and wings,plaque assay,46,11,salivary glands,plaque assay,33,4,saliva,plaque assay,46,1,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Cd. Madero,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,620000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,60,41,legs and wings,plaque assay,60,39,salivary glands,plaque assay,29,19,saliva,plaque assay,60,15,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Cd. Madero,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,800000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,47,23,legs and wings,plaque assay,47,17,salivary glands,plaque assay,26,9,saliva,plaque assay,47,3,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Poza Rica,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,18000000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,48,48,legs and wings,plaque assay,48,47,salivary glands,plaque assay,25,22,saliva,plaque assay,48,5,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Poza Rica,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,140000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,19,19,legs and wings,plaque assay,19,19,salivary glands,plaque assay,14,14,saliva,plaque assay,19,2,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Poza Rica,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,18000000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,48,48,legs and wings,plaque assay,48,48,salivary glands,plaque assay,27,27,saliva,plaque assay,48,33,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Minatitlan,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,1600000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,39,38,legs and wings,plaque assay,39,35,salivary glands,plaque assay,24,23,saliva,plaque assay,39,7,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Minatitlan,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,620000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,47,40,legs and wings,plaque assay,47,27,salivary glands,plaque assay,21,9,saliva,plaque assay,47,2,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Minatitlan,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,1600000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,21,18,legs and wings,plaque assay,21,18,salivary glands,plaque assay,18,15,saliva,plaque assay,21,5,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Minatitlan,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,620000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,48,38,legs and wings,plaque assay,48,36,salivary glands,plaque assay,32,21,saliva,plaque assay,48,15,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Coatzacoalcos,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,140000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,50,48,legs and wings,plaque assay,50,43,salivary glands,plaque assay,41,30,saliva,plaque assay,50,19,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Coatzacoalcos,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,1700000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,45,39,legs and wings,plaque assay,45,26,salivary glands,plaque assay,23,11,saliva,plaque assay,45,4,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Coatzacoalcos,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,140000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,77,75,legs and wings,plaque assay,77,73,salivary glands,plaque assay,19,17,saliva,plaque assay,77,36,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Coatzacoalcos,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,1700000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,29,29,legs and wings,plaque assay,29,28,salivary glands,plaque assay,0,0,saliva,plaque assay,29,18,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,Coatzacoalcos,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,1500000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,41,40,legs and wings,plaque assay,41,28,salivary glands,plaque assay,23,7,saliva,plaque assay,41,2,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,Coatzacoalcos,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,2000000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,47,47,legs and wings,plaque assay,47,41,salivary glands,plaque assay,23,15,saliva,plaque assay,47,5,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,Coatzacoalcos,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,1500000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,45,43,legs and wings,plaque assay,45,42,salivary glands,plaque assay,20,19,saliva,plaque assay,45,15,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,Coatzacoalcos,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,2000000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,36,36,legs and wings,plaque assay,36,34,salivary glands,plaque assay,18,17,saliva,plaque assay,36,7,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,Coatzacoalcos,2016,F3,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,880000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,24,23,legs and wings,plaque assay,24,17,salivary glands,plaque assay,18,10,saliva,plaque assay,24,6,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Merida,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,18000000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,45,44,legs and wings,plaque assay,45,37,salivary glands,plaque assay,32,23,saliva,plaque assay,45,8,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Merida,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,44000000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,44,44,legs and wings,plaque assay,44,31,salivary glands,plaque assay,31,15,saliva,plaque assay,44,1,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Merida,2016,F1,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,18000000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,30,29,legs and wings,plaque assay,30,29,salivary glands,plaque assay,17,16,saliva,plaque assay,30,16,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Merida,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,44000000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,48,48,legs and wings,plaque assay,48,45,salivary glands,plaque assay,32,28,saliva,plaque assay,48,20,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Merida,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,800000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,48,44,legs and wings,plaque assay,48,42,salivary glands,plaque assay,31,26,saliva,plaque assay,48,17,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Mazatan,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,11200000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,48,48,legs and wings,plaque assay,48,46,salivary glands,plaque assay,44,41,saliva,plaque assay,48,8,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Mazatan,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,44000000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,33,33,legs and wings,plaque assay,33,31,salivary glands,plaque assay,31,23,saliva,plaque assay,33,4,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Mazatan,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,11200000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,46,46,legs and wings,plaque assay,46,46,salivary glands,plaque assay,42,42,saliva,plaque assay,46,8,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes aegypti,NA,NA,Mexico,Mazatan,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,44000000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,32,32,legs and wings,plaque assay,32,32,salivary glands,plaque assay,32,31,saliva,plaque assay,32,11,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,Huehuetan,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,880000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,24,24,legs and wings,plaque assay,24,4,salivary glands,plaque assay,20,2,saliva,plaque assay,24,0,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,Huehuetan,2016,F3,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,800000,PFU/ml,NA,NA,28°C,28°C,7,no,midgut,plaque assay,48,28,legs and wings,plaque assay,48,2,salivary glands,plaque assay,33,0,saliva,plaque assay,48,0,NA,NA,NA,NA
Garcia-Luna et al. 2018 PLoS Negl Trop Dis,29965958,10.1371/journal.pntd.0006599,Aedes albopictus,NA,NA,Mexico,Huehuetan,2016,F2,Zika virus,NA,PRVABC59,KU501215,NA,NA,"Vero, 5 passages","fresh, 4ºC",bloodmeal,NA,NA,NA,880000,PFU/ml,NA,NA,28°C,28°C,14,no,midgut,plaque assay,48,43,legs and wings,plaque assay,48,28,salivary glands,plaque assay,39,18,saliva,plaque assay,48,6,NA,NA,NA,NA
